event_id,order_id,event_time,ingestion_time,event_type
5608,5674,2023-07-04 03:00:00,2023-07-04 03:00:00,PURCHASE
5609,6657,2023-03-23 09:00:00,2023-03-23 14:00:00,VIEW
5610,3357,2023-01-04 01:00:00,2023-01-04 03:00:00,PURCHASE
5611,696,2023-01-19 00:00:00,2023-01-19 00:00:00,PURCHASE
5612,3384,2023-02-04 20:00:00,2023-02-04 20:00:00,ADD_TO_CART
5613,3161,2023-03-15 01:00:00,2023-03-15 02:00:00,ADD_TO_CART
5614,6201,2023-02-14 00:00:00,2023-02-14 00:00:00,VIEW
5615,3695,2023-02-11 02:00:00,2023-02-11 07:00:00,ADD_TO_CART
5616,6471,2023-07-07 03:00:00,2023-07-07 08:00:00,PURCHASE
5617,6661,2023-09-16 20:00:00,2023-09-16 22:00:00,PURCHASE
5618,3756,2023-05-06 08:00:00,2023-05-06 09:00:00,VIEW
5619,648,2023-02-06 01:00:00,2023-02-06 01:00:00,PURCHASE
5620,24,2023-01-16 12:00:00,2023-01-16 12:00:00,VIEW
5621,2732,2023-01-04 23:00:00,2023-01-05 01:00:00,PURCHASE
5622,360,2023-08-31 07:00:00,2023-08-31 08:00:00,ADD_TO_CART
5623,2684,2023-02-28 05:00:00,2023-02-28 05:00:00,ADD_TO_CART
5624,3006,2023-06-30 03:00:00,2023-06-30 05:00:00,VIEW
5625,1329,2023-04-24 23:00:00,2023-04-24 23:00:00,PURCHASE
5626,6919,2023-03-10 13:00:00,2023-03-10 14:00:00,ADD_TO_CART
5627,213,2023-01-22 19:00:00,2023-01-22 21:00:00,VIEW
5628,5917,2023-09-02 20:00:00,2023-09-03 01:00:00,VIEW
5629,3421,2023-11-17 22:00:00,2023-11-17 22:00:00,PURCHASE
5630,5988,2023-06-01 19:00:00,2023-06-02 00:00:00,VIEW
5631,6614,2023-05-24 10:00:00,2023-05-24 11:00:00,PURCHASE
5632,972,2023-10-10 08:00:00,2023-10-10 09:00:00,ADD_TO_CART
5633,600,2023-11-19 06:00:00,2023-11-19 06:00:00,VIEW
5634,7043,2023-01-07 01:00:00,2023-01-07 01:00:00,PURCHASE
5635,2588,2023-06-26 22:00:00,2023-06-26 22:00:00,PURCHASE
5636,2534,2023-04-01 23:00:00,2023-04-02 01:00:00,VIEW
5637,7919,2023-07-20 10:00:00,2023-07-20 11:00:00,PURCHASE
5638,6242,2023-07-09 23:00:00,2023-07-10 01:00:00,ADD_TO_CART
5639,2104,2023-11-14 15:00:00,2023-11-14 20:00:00,ADD_TO_CART
5640,3697,2023-04-28 00:00:00,2023-04-28 00:00:00,PURCHASE
5641,3764,2023-11-12 03:00:00,2023-11-12 03:00:00,PURCHASE
5642,885,2023-06-07 10:00:00,2023-06-07 11:00:00,PURCHASE
5643,1349,2023-09-23 10:00:00,2023-09-23 10:00:00,VIEW
5644,2197,2023-07-11 08:00:00,2023-07-11 08:00:00,PURCHASE
5645,5244,2023-04-12 09:00:00,2023-04-12 09:00:00,PURCHASE
5646,1081,2023-08-26 13:00:00,2023-08-26 15:00:00,ADD_TO_CART
5647,6328,2023-06-06 02:00:00,2023-06-06 02:00:00,PURCHASE
5648,5589,2023-03-28 02:00:00,2023-03-28 02:00:00,ADD_TO_CART
5649,4607,2023-01-19 15:00:00,2023-01-19 16:00:00,VIEW
5650,1666,2023-10-15 23:00:00,2023-10-15 23:00:00,PURCHASE
5651,6988,2023-12-20 07:00:00,2023-12-20 09:00:00,ADD_TO_CART
5652,4487,2023-11-28 14:00:00,2023-11-28 19:00:00,ADD_TO_CART
5653,20,2023-08-15 13:00:00,2023-08-15 13:00:00,ADD_TO_CART
5654,4062,2023-06-02 15:00:00,2023-06-02 16:00:00,ADD_TO_CART
5655,1752,2023-05-17 20:00:00,2023-05-17 20:00:00,VIEW
5656,3932,2023-05-06 16:00:00,2023-05-06 17:00:00,PURCHASE
5657,1459,2023-03-06 06:00:00,2023-03-06 07:00:00,PURCHASE
5658,4604,2023-09-11 23:00:00,2023-09-12 04:00:00,ADD_TO_CART
5659,6727,2023-03-17 20:00:00,2023-03-17 20:00:00,ADD_TO_CART
5660,2566,2023-12-05 09:00:00,2023-12-05 09:00:00,PURCHASE
5661,588,2023-02-16 15:00:00,2023-02-16 20:00:00,ADD_TO_CART
5662,6984,2023-07-05 15:00:00,2023-07-05 20:00:00,VIEW
5663,1582,2023-03-22 04:00:00,2023-03-22 06:00:00,ADD_TO_CART
5664,898,2023-02-26 06:00:00,2023-02-26 08:00:00,ADD_TO_CART
5665,6391,2023-04-04 00:00:00,2023-04-04 05:00:00,VIEW
5666,5382,2023-03-09 17:00:00,2023-03-09 18:00:00,VIEW
5667,44,2023-12-18 09:00:00,2023-12-18 14:00:00,VIEW
5668,5139,2023-07-29 05:00:00,2023-07-29 06:00:00,ADD_TO_CART
5669,2831,2023-07-19 04:00:00,2023-07-19 06:00:00,VIEW
5670,2412,2023-03-07 23:00:00,2023-03-08 04:00:00,VIEW
5671,3518,2023-11-02 07:00:00,2023-11-02 07:00:00,ADD_TO_CART
5672,6547,2023-05-13 22:00:00,2023-05-13 22:00:00,VIEW
5673,1092,2023-12-19 01:00:00,2023-12-19 03:00:00,ADD_TO_CART
5674,2851,2023-12-13 00:00:00,2023-12-13 01:00:00,PURCHASE
5675,3654,2023-09-21 23:00:00,2023-09-21 23:00:00,PURCHASE
5676,3580,2023-04-22 02:00:00,2023-04-22 02:00:00,VIEW
5677,2359,2023-02-10 22:00:00,2023-02-10 22:00:00,PURCHASE
5678,446,2023-01-08 06:00:00,2023-01-08 07:00:00,VIEW
5679,1155,2023-08-03 00:00:00,2023-08-03 02:00:00,ADD_TO_CART
5680,6513,2023-09-22 03:00:00,2023-09-22 03:00:00,PURCHASE
5681,5715,2023-08-16 22:00:00,2023-08-16 22:00:00,PURCHASE
5682,3896,2023-05-22 18:00:00,2023-05-22 20:00:00,ADD_TO_CART
5683,4278,2023-07-01 20:00:00,2023-07-01 20:00:00,VIEW
5684,4782,2023-01-23 21:00:00,2023-01-24 02:00:00,VIEW
5685,5374,2023-02-25 19:00:00,2023-02-25 21:00:00,VIEW
5686,1855,2023-09-20 18:00:00,2023-09-20 19:00:00,ADD_TO_CART
5687,767,2023-07-10 05:00:00,2023-07-10 05:00:00,VIEW
5688,5906,2023-05-04 10:00:00,2023-05-04 12:00:00,ADD_TO_CART
5689,6743,2023-04-01 12:00:00,2023-04-01 14:00:00,ADD_TO_CART
5690,2686,2023-01-10 07:00:00,2023-01-10 09:00:00,PURCHASE
5691,6611,2023-01-05 08:00:00,2023-01-05 08:00:00,PURCHASE
5692,869,2023-07-15 20:00:00,2023-07-15 20:00:00,VIEW
5693,1684,2023-02-10 12:00:00,2023-02-10 17:00:00,VIEW
5694,393,2023-11-15 01:00:00,2023-11-15 01:00:00,ADD_TO_CART
5695,5036,2023-12-15 05:00:00,2023-12-15 05:00:00,PURCHASE
5696,7471,2023-12-02 17:00:00,2023-12-02 22:00:00,PURCHASE
5697,5693,2023-04-22 19:00:00,2023-04-22 20:00:00,PURCHASE
5698,1559,2023-01-21 15:00:00,2023-01-21 15:00:00,VIEW
5699,5699,2023-04-04 11:00:00,2023-04-04 12:00:00,PURCHASE
5700,7248,2023-07-20 02:00:00,2023-07-20 02:00:00,VIEW
5701,922,2023-01-23 12:00:00,2023-01-23 12:00:00,ADD_TO_CART
5702,4723,2023-01-19 04:00:00,2023-01-19 04:00:00,PURCHASE
5703,4652,2023-12-06 16:00:00,2023-12-06 18:00:00,VIEW
5704,1032,2023-11-30 09:00:00,2023-11-30 14:00:00,VIEW
5705,973,2023-09-11 03:00:00,2023-09-11 08:00:00,ADD_TO_CART
5706,1009,2023-03-06 04:00:00,2023-03-06 04:00:00,VIEW
5707,739,2023-10-03 20:00:00,2023-10-03 20:00:00,ADD_TO_CART
5708,3928,2023-11-21 05:00:00,2023-11-21 06:00:00,ADD_TO_CART
5709,2943,2023-07-02 23:00:00,2023-07-03 04:00:00,PURCHASE
5710,6193,2023-04-03 11:00:00,2023-04-03 11:00:00,VIEW
5711,7059,2023-05-17 05:00:00,2023-05-17 05:00:00,ADD_TO_CART
5712,4678,2023-12-22 14:00:00,2023-12-22 14:00:00,ADD_TO_CART
5713,2460,2023-08-30 12:00:00,2023-08-30 12:00:00,PURCHASE
5714,5104,2023-04-01 19:00:00,2023-04-01 21:00:00,ADD_TO_CART
5715,7544,2023-12-04 03:00:00,2023-12-04 05:00:00,ADD_TO_CART
5716,4598,2023-06-17 05:00:00,2023-06-17 07:00:00,PURCHASE
5717,3648,2023-04-03 16:00:00,2023-04-03 16:00:00,VIEW
5718,2201,2023-03-25 13:00:00,2023-03-25 13:00:00,ADD_TO_CART
5719,1225,2023-10-06 11:00:00,2023-10-06 11:00:00,ADD_TO_CART
5720,3543,2023-12-09 07:00:00,2023-12-09 07:00:00,ADD_TO_CART
5721,1883,2023-03-09 01:00:00,2023-03-09 03:00:00,PURCHASE
5722,2451,2023-10-11 16:00:00,2023-10-11 18:00:00,PURCHASE
5723,5452,2023-12-03 13:00:00,2023-12-03 13:00:00,VIEW
5724,7227,2023-09-24 13:00:00,2023-09-24 13:00:00,VIEW
5725,4989,2023-07-28 20:00:00,2023-07-28 20:00:00,VIEW
5726,6415,2023-11-03 09:00:00,2023-11-03 09:00:00,PURCHASE
5727,6862,2023-08-01 13:00:00,2023-08-01 15:00:00,ADD_TO_CART
5728,6962,2023-03-11 10:00:00,2023-03-11 10:00:00,ADD_TO_CART
5729,1247,2023-06-21 12:00:00,2023-06-21 17:00:00,PURCHASE
5730,4818,2023-08-18 10:00:00,2023-08-18 10:00:00,VIEW
5731,947,2023-04-14 17:00:00,2023-04-14 17:00:00,PURCHASE
5732,932,2023-12-22 13:00:00,2023-12-22 13:00:00,PURCHASE
5733,5624,2023-09-19 11:00:00,2023-09-19 16:00:00,PURCHASE
5734,3056,2023-11-17 03:00:00,2023-11-17 03:00:00,PURCHASE
5735,7814,2023-12-23 06:00:00,2023-12-23 08:00:00,PURCHASE
5736,5368,2023-05-28 13:00:00,2023-05-28 15:00:00,ADD_TO_CART
5737,4279,2023-06-28 21:00:00,2023-06-28 21:00:00,ADD_TO_CART
5738,7982,2023-08-26 06:00:00,2023-08-26 07:00:00,ADD_TO_CART
5739,6026,2023-10-19 05:00:00,2023-10-19 06:00:00,ADD_TO_CART
5740,7512,2023-08-09 02:00:00,2023-08-09 02:00:00,PURCHASE
5741,3921,2023-04-14 03:00:00,2023-04-14 08:00:00,ADD_TO_CART
5742,7350,2023-03-04 10:00:00,2023-03-04 15:00:00,PURCHASE
5743,3422,2023-12-22 16:00:00,2023-12-22 21:00:00,ADD_TO_CART
5744,5798,2023-12-23 00:00:00,2023-12-23 00:00:00,PURCHASE
5745,3661,2023-08-29 01:00:00,2023-08-29 03:00:00,VIEW
5746,350,2023-09-25 20:00:00,2023-09-25 20:00:00,VIEW
5747,5978,2023-01-07 13:00:00,2023-01-07 14:00:00,PURCHASE
5748,5467,2023-07-20 08:00:00,2023-07-20 13:00:00,ADD_TO_CART
5749,2934,2023-12-04 08:00:00,2023-12-04 08:00:00,ADD_TO_CART
5750,7658,2023-01-23 05:00:00,2023-01-23 05:00:00,PURCHASE
5751,3624,2023-12-09 02:00:00,2023-12-09 04:00:00,VIEW
5752,6112,2023-03-20 17:00:00,2023-03-20 17:00:00,ADD_TO_CART
5753,511,2023-06-17 17:00:00,2023-06-17 22:00:00,PURCHASE
5754,6351,2023-11-08 01:00:00,2023-11-08 01:00:00,PURCHASE
5755,2851,2023-05-02 16:00:00,2023-05-02 16:00:00,PURCHASE
5756,2717,2023-04-24 08:00:00,2023-04-24 09:00:00,VIEW
5757,5821,2023-04-14 04:00:00,2023-04-14 04:00:00,VIEW
5758,84,2023-04-16 00:00:00,2023-04-16 01:00:00,PURCHASE
5759,4101,2023-04-26 01:00:00,2023-04-26 03:00:00,PURCHASE
5760,6113,2023-06-23 20:00:00,2023-06-23 20:00:00,PURCHASE
5761,2539,2023-04-05 07:00:00,2023-04-05 12:00:00,PURCHASE
5762,6219,2023-11-04 16:00:00,2023-11-04 16:00:00,ADD_TO_CART
5763,4109,2023-11-25 13:00:00,2023-11-25 13:00:00,PURCHASE
5764,410,2023-06-18 20:00:00,2023-06-18 21:00:00,PURCHASE
5765,5864,2023-11-10 15:00:00,2023-11-10 20:00:00,VIEW
5766,2789,2024-01-01 21:00:00,2024-01-01 22:00:00,ADD_TO_CART
5767,3388,2023-09-08 14:00:00,2023-09-08 14:00:00,PURCHASE
5768,691,2023-01-31 02:00:00,2023-01-31 07:00:00,PURCHASE
5769,7175,2023-01-17 17:00:00,2023-01-17 17:00:00,VIEW
5770,438,2023-11-16 22:00:00,2023-11-17 00:00:00,VIEW
5771,2033,2023-08-05 20:00:00,2023-08-06 01:00:00,ADD_TO_CART
5772,854,2023-09-23 15:00:00,2023-09-23 15:00:00,ADD_TO_CART
5773,1148,2023-07-22 00:00:00,2023-07-22 00:00:00,ADD_TO_CART
5774,5092,2023-04-14 00:00:00,2023-04-14 00:00:00,ADD_TO_CART
5775,5265,2023-12-29 20:00:00,2023-12-29 22:00:00,ADD_TO_CART
5776,5896,2023-01-21 07:00:00,2023-01-21 12:00:00,ADD_TO_CART
5777,5935,2023-06-06 19:00:00,2023-06-06 21:00:00,VIEW
5778,6560,2023-10-19 11:00:00,2023-10-19 16:00:00,PURCHASE
5779,7456,2023-05-12 00:00:00,2023-05-12 00:00:00,ADD_TO_CART
5780,2937,2023-08-25 09:00:00,2023-08-25 11:00:00,VIEW
5781,2084,2023-04-09 10:00:00,2023-04-09 10:00:00,PURCHASE
5782,7435,2023-12-21 04:00:00,2023-12-21 04:00:00,VIEW
5783,6030,2023-01-28 10:00:00,2023-01-28 12:00:00,PURCHASE
5784,3018,2023-02-17 06:00:00,2023-02-17 06:00:00,VIEW
5785,6444,2023-04-03 21:00:00,2023-04-03 22:00:00,PURCHASE
5786,4593,2023-05-22 00:00:00,2023-05-22 00:00:00,PURCHASE
5787,3652,2023-04-14 17:00:00,2023-04-14 22:00:00,ADD_TO_CART
5788,5147,2023-06-14 19:00:00,2023-06-14 21:00:00,ADD_TO_CART
5789,5576,2023-10-05 01:00:00,2023-10-05 02:00:00,ADD_TO_CART
5790,247,2023-08-06 08:00:00,2023-08-06 08:00:00,ADD_TO_CART
5791,3977,2023-08-19 06:00:00,2023-08-19 08:00:00,ADD_TO_CART
5792,6904,2023-01-21 04:00:00,2023-01-21 05:00:00,PURCHASE
5793,7071,2023-08-13 20:00:00,2023-08-13 20:00:00,ADD_TO_CART
5794,2423,2023-03-25 03:00:00,2023-03-25 05:00:00,PURCHASE
5795,7391,2023-02-06 14:00:00,2023-02-06 15:00:00,ADD_TO_CART
5796,2383,2023-06-20 10:00:00,2023-06-20 12:00:00,PURCHASE
5797,3436,2023-10-29 03:00:00,2023-10-29 03:00:00,ADD_TO_CART
5798,5324,2023-02-23 15:00:00,2023-02-23 15:00:00,ADD_TO_CART
5799,1460,2023-12-25 15:00:00,2023-12-25 15:00:00,VIEW
5800,576,2023-02-07 18:00:00,2023-02-07 20:00:00,ADD_TO_CART
5801,7160,2023-04-11 03:00:00,2023-04-11 03:00:00,VIEW
5802,378,2023-12-12 18:00:00,2023-12-12 19:00:00,ADD_TO_CART
5803,368,2023-02-25 20:00:00,2023-02-26 01:00:00,VIEW
5804,5274,2023-11-23 01:00:00,2023-11-23 01:00:00,VIEW
5805,2984,2023-05-26 19:00:00,2023-05-26 19:00:00,VIEW
5806,678,2023-11-10 22:00:00,2023-11-10 23:00:00,PURCHASE
5807,6960,2023-04-27 00:00:00,2023-04-27 00:00:00,PURCHASE
5808,4764,2023-08-01 05:00:00,2023-08-01 07:00:00,PURCHASE
5809,5925,2023-03-02 17:00:00,2023-03-02 19:00:00,PURCHASE
5810,4460,2023-11-06 07:00:00,2023-11-06 07:00:00,ADD_TO_CART
5811,4198,2023-01-22 01:00:00,2023-01-22 02:00:00,VIEW
5812,4969,2023-08-01 21:00:00,2023-08-02 02:00:00,VIEW
5813,1397,2023-02-08 21:00:00,2023-02-08 21:00:00,ADD_TO_CART
5814,487,2023-02-23 18:00:00,2023-02-23 18:00:00,PURCHASE
5815,1051,2023-01-27 21:00:00,2023-01-27 21:00:00,ADD_TO_CART
5816,3410,2023-10-28 22:00:00,2023-10-28 22:00:00,VIEW
5817,2755,2023-04-19 22:00:00,2023-04-19 22:00:00,VIEW
5818,904,2023-06-02 05:00:00,2023-06-02 10:00:00,VIEW
5819,5709,2023-07-11 11:00:00,2023-07-11 13:00:00,PURCHASE
5820,4360,2023-02-25 02:00:00,2023-02-25 04:00:00,VIEW
5821,442,2023-03-04 01:00:00,2023-03-04 01:00:00,PURCHASE
5822,6400,2023-12-17 11:00:00,2023-12-17 11:00:00,ADD_TO_CART
5823,2095,2023-01-11 06:00:00,2023-01-11 06:00:00,PURCHASE
5824,2243,2023-02-05 17:00:00,2023-02-05 22:00:00,ADD_TO_CART
5825,1723,2023-01-30 22:00:00,2023-01-30 22:00:00,PURCHASE
5826,7346,2023-12-27 00:00:00,2023-12-27 01:00:00,ADD_TO_CART
5827,6375,2023-07-03 08:00:00,2023-07-03 13:00:00,VIEW
5828,2966,2023-06-20 20:00:00,2023-06-21 01:00:00,PURCHASE
5829,3075,2023-11-18 10:00:00,2023-11-18 12:00:00,ADD_TO_CART
5830,3283,2023-05-16 10:00:00,2023-05-16 10:00:00,ADD_TO_CART
5831,3891,2023-07-20 11:00:00,2023-07-20 11:00:00,VIEW
5832,6653,2023-12-28 06:00:00,2023-12-28 06:00:00,PURCHASE
5833,5017,2023-05-08 08:00:00,2023-05-08 08:00:00,VIEW
5834,4606,2023-12-02 13:00:00,2023-12-02 13:00:00,PURCHASE
5835,1803,2023-06-02 08:00:00,2023-06-02 10:00:00,ADD_TO_CART
5836,5708,2023-09-08 10:00:00,2023-09-08 10:00:00,VIEW
5837,4305,2023-06-03 17:00:00,2023-06-03 17:00:00,VIEW
5838,1061,2023-01-26 05:00:00,2023-01-26 06:00:00,VIEW
5839,1162,2023-11-24 07:00:00,2023-11-24 07:00:00,PURCHASE
5840,6069,2023-07-29 02:00:00,2023-07-29 04:00:00,VIEW
5841,350,2023-01-11 00:00:00,2023-01-11 00:00:00,ADD_TO_CART
5842,6946,2023-11-10 00:00:00,2023-11-10 01:00:00,ADD_TO_CART
5843,6016,2023-08-17 06:00:00,2023-08-17 08:00:00,ADD_TO_CART
5844,192,2024-01-01 16:00:00,2024-01-01 16:00:00,PURCHASE
5845,810,2023-10-06 23:00:00,2023-10-07 04:00:00,PURCHASE
5846,580,2023-09-01 08:00:00,2023-09-01 08:00:00,PURCHASE
5847,6286,2023-02-16 14:00:00,2023-02-16 14:00:00,ADD_TO_CART
5848,7302,2023-03-22 23:00:00,2023-03-22 23:00:00,VIEW
5849,3301,2023-10-05 19:00:00,2023-10-05 19:00:00,ADD_TO_CART
5850,4206,2023-08-12 05:00:00,2023-08-12 07:00:00,VIEW
5851,4190,2023-10-28 19:00:00,2023-10-28 20:00:00,PURCHASE
5852,5244,2023-04-07 11:00:00,2023-04-07 13:00:00,ADD_TO_CART
5853,762,2023-04-09 08:00:00,2023-04-09 13:00:00,ADD_TO_CART
5854,2011,2023-08-10 10:00:00,2023-08-10 10:00:00,ADD_TO_CART
5855,658,2023-01-09 05:00:00,2023-01-09 07:00:00,PURCHASE
5856,5525,2023-04-21 00:00:00,2023-04-21 00:00:00,VIEW
5857,4929,2023-03-21 14:00:00,2023-03-21 14:00:00,PURCHASE
5858,6326,2023-02-09 01:00:00,2023-02-09 03:00:00,PURCHASE
5859,2600,2023-05-15 08:00:00,2023-05-15 09:00:00,VIEW
5860,4585,2023-06-05 20:00:00,2023-06-05 22:00:00,VIEW
5861,1643,2023-08-07 11:00:00,2023-08-07 11:00:00,ADD_TO_CART
5862,351,2023-04-20 01:00:00,2023-04-20 01:00:00,ADD_TO_CART
5863,6011,2023-04-23 04:00:00,2023-04-23 04:00:00,PURCHASE
5864,3151,2023-03-16 18:00:00,2023-03-16 18:00:00,PURCHASE
5865,3021,2023-02-13 00:00:00,2023-02-13 00:00:00,VIEW
5866,6902,2023-05-27 23:00:00,2023-05-28 04:00:00,VIEW
5867,3716,2023-07-08 09:00:00,2023-07-08 09:00:00,PURCHASE
5868,2734,2024-01-01 22:00:00,2024-01-02 00:00:00,PURCHASE
5869,2608,2023-02-06 22:00:00,2023-02-07 00:00:00,PURCHASE
5870,162,2023-01-04 03:00:00,2023-01-04 03:00:00,PURCHASE
5871,7710,2023-04-16 16:00:00,2023-04-16 18:00:00,VIEW
5872,7405,2023-02-20 02:00:00,2023-02-20 03:00:00,VIEW
5873,7209,2023-05-17 15:00:00,2023-05-17 15:00:00,VIEW
5874,986,2023-07-24 11:00:00,2023-07-24 11:00:00,PURCHASE
5875,5554,2023-05-03 21:00:00,2023-05-04 02:00:00,PURCHASE
5876,5596,2023-05-20 04:00:00,2023-05-20 06:00:00,PURCHASE
5877,6609,2023-04-19 20:00:00,2023-04-19 21:00:00,VIEW
5878,3332,2023-02-18 15:00:00,2023-02-18 20:00:00,PURCHASE
5879,1782,2023-02-15 18:00:00,2023-02-15 19:00:00,VIEW
5880,576,2023-02-27 09:00:00,2023-02-27 14:00:00,VIEW
5881,7875,2023-02-18 01:00:00,2023-02-18 03:00:00,ADD_TO_CART
5882,4691,2023-12-10 19:00:00,2023-12-10 21:00:00,PURCHASE
5883,3374,2023-01-04 21:00:00,2023-01-04 21:00:00,ADD_TO_CART
5884,7812,2023-11-05 23:00:00,2023-11-06 01:00:00,ADD_TO_CART
5885,6912,2023-09-16 13:00:00,2023-09-16 13:00:00,PURCHASE
5886,5072,2023-11-07 01:00:00,2023-11-07 02:00:00,ADD_TO_CART
5887,6274,2023-03-02 17:00:00,2023-03-02 17:00:00,PURCHASE
5888,5301,2023-01-27 08:00:00,2023-01-27 08:00:00,VIEW
5889,1720,2023-02-17 13:00:00,2023-02-17 18:00:00,VIEW
5890,1005,2023-05-21 21:00:00,2023-05-21 21:00:00,ADD_TO_CART
5891,7259,2023-07-24 07:00:00,2023-07-24 07:00:00,VIEW
5892,1805,2023-04-28 19:00:00,2023-04-28 19:00:00,ADD_TO_CART
5893,4058,2023-04-10 12:00:00,2023-04-10 12:00:00,PURCHASE
5894,5241,2023-10-07 09:00:00,2023-10-07 09:00:00,PURCHASE
5895,6650,2023-10-25 19:00:00,2023-10-25 21:00:00,VIEW
5896,2525,2023-07-10 17:00:00,2023-07-10 18:00:00,PURCHASE
5897,1648,2023-05-18 16:00:00,2023-05-18 16:00:00,VIEW
5898,4076,2023-03-13 08:00:00,2023-03-13 08:00:00,PURCHASE
5899,6553,2023-07-11 19:00:00,2023-07-11 19:00:00,PURCHASE
5900,7021,2023-08-02 09:00:00,2023-08-02 11:00:00,PURCHASE
5901,5234,2023-12-14 19:00:00,2023-12-14 20:00:00,VIEW
5902,6352,2023-05-26 13:00:00,2023-05-26 18:00:00,ADD_TO_CART
5903,6295,2023-01-10 01:00:00,2023-01-10 01:00:00,PURCHASE
5904,1636,2023-05-22 18:00:00,2023-05-22 18:00:00,VIEW
5905,5210,2023-09-07 01:00:00,2023-09-07 03:00:00,ADD_TO_CART
5906,1142,2023-08-27 05:00:00,2023-08-27 06:00:00,VIEW
5907,2771,2023-07-18 07:00:00,2023-07-18 07:00:00,ADD_TO_CART
5908,2885,2023-08-25 13:00:00,2023-08-25 13:00:00,ADD_TO_CART
5909,2682,2023-05-28 07:00:00,2023-05-28 07:00:00,PURCHASE
5910,2111,2023-02-25 07:00:00,2023-02-25 08:00:00,PURCHASE
5911,7783,2023-05-03 20:00:00,2023-05-03 20:00:00,VIEW
5912,2313,2023-07-16 19:00:00,2023-07-17 00:00:00,PURCHASE
5913,6018,2023-07-10 04:00:00,2023-07-10 06:00:00,PURCHASE
5914,1334,2023-08-09 14:00:00,2023-08-09 19:00:00,ADD_TO_CART
5915,5370,2023-11-21 07:00:00,2023-11-21 07:00:00,ADD_TO_CART
5916,5014,2023-01-17 02:00:00,2023-01-17 02:00:00,VIEW
5917,7840,2023-08-19 18:00:00,2023-08-19 18:00:00,VIEW
5918,5053,2023-03-25 23:00:00,2023-03-26 00:00:00,ADD_TO_CART
5919,4156,2023-06-09 21:00:00,2023-06-09 21:00:00,PURCHASE
5920,4654,2023-01-12 12:00:00,2023-01-12 13:00:00,VIEW
5921,6818,2023-05-20 13:00:00,2023-05-20 13:00:00,PURCHASE
5922,503,2023-08-11 09:00:00,2023-08-11 09:00:00,ADD_TO_CART
5923,7702,2023-05-20 23:00:00,2023-05-21 01:00:00,ADD_TO_CART
5924,5107,2023-11-08 13:00:00,2023-11-08 18:00:00,ADD_TO_CART
5925,7227,2023-08-22 20:00:00,2023-08-22 20:00:00,ADD_TO_CART
5926,3341,2023-08-14 12:00:00,2023-08-14 12:00:00,ADD_TO_CART
5927,6166,2023-12-04 00:00:00,2023-12-04 00:00:00,PURCHASE
5928,4504,2023-02-16 05:00:00,2023-02-16 10:00:00,VIEW
5929,1607,2023-01-12 04:00:00,2023-01-12 04:00:00,VIEW
5930,125,2023-10-12 02:00:00,2023-10-12 02:00:00,PURCHASE
5931,5259,2023-09-17 05:00:00,2023-09-17 10:00:00,ADD_TO_CART
5932,2560,2023-12-24 06:00:00,2023-12-24 06:00:00,VIEW
5933,6019,2023-07-24 10:00:00,2023-07-24 12:00:00,ADD_TO_CART
5934,4606,2023-08-18 00:00:00,2023-08-18 00:00:00,VIEW
5935,5448,2023-11-26 13:00:00,2023-11-26 13:00:00,VIEW
5936,5946,2023-07-16 10:00:00,2023-07-16 12:00:00,ADD_TO_CART
5937,5116,2023-08-06 14:00:00,2023-08-06 19:00:00,PURCHASE
5938,5807,2023-09-02 02:00:00,2023-09-02 02:00:00,PURCHASE
5939,6163,2023-12-17 13:00:00,2023-12-17 15:00:00,PURCHASE
5940,6501,2023-07-10 14:00:00,2023-07-10 14:00:00,PURCHASE
5941,4247,2023-06-03 10:00:00,2023-06-03 10:00:00,PURCHASE
5942,6158,2023-11-24 05:00:00,2023-11-24 05:00:00,VIEW
5943,7880,2023-10-07 07:00:00,2023-10-07 07:00:00,PURCHASE
5944,343,2023-07-23 14:00:00,2023-07-23 16:00:00,PURCHASE
5945,7025,2023-10-18 04:00:00,2023-10-18 04:00:00,ADD_TO_CART
5946,4414,2023-04-09 11:00:00,2023-04-09 11:00:00,ADD_TO_CART
5947,1199,2023-10-25 15:00:00,2023-10-25 16:00:00,PURCHASE
5948,3636,2023-09-21 19:00:00,2023-09-21 21:00:00,VIEW
5949,7016,2023-06-23 13:00:00,2023-06-23 15:00:00,VIEW
5950,2481,2023-12-09 22:00:00,2023-12-09 23:00:00,ADD_TO_CART
5951,2011,2023-10-04 21:00:00,2023-10-04 22:00:00,PURCHASE
5952,5188,2023-12-29 16:00:00,2023-12-29 16:00:00,VIEW
5953,3985,2023-07-05 10:00:00,2023-07-05 10:00:00,VIEW
5954,1772,2023-09-15 11:00:00,2023-09-15 13:00:00,PURCHASE
5955,7482,2023-05-03 21:00:00,2023-05-03 21:00:00,VIEW
5956,5714,2023-06-06 00:00:00,2023-06-06 00:00:00,ADD_TO_CART
5957,1635,2023-01-24 15:00:00,2023-01-24 20:00:00,PURCHASE
5958,2803,2023-09-07 14:00:00,2023-09-07 14:00:00,VIEW
5959,5312,2023-07-19 02:00:00,2023-07-19 02:00:00,PURCHASE
5960,4888,2023-01-26 12:00:00,2023-01-26 12:00:00,VIEW
5961,4294,2023-01-27 05:00:00,2023-01-27 07:00:00,PURCHASE
5962,1564,2023-01-01 15:00:00,2023-01-01 15:00:00,PURCHASE
5963,2306,2023-04-27 22:00:00,2023-04-27 22:00:00,VIEW
