order_id,customer_id,store_id,sales_rep_id,order_date
3974,1959,28,20,2023-01-26
3975,1962,14,35,2023-10-16
3976,688,12,22,2023-01-27
3977,396,16,15,2023-02-11
3978,1632,6,11,2023-03-12
3979,1881,20,34,2023-03-05
3980,1127,1,24,2023-01-25
3981,402,12,6,2023-03-13
3982,975,7,17,2023-12-27
3983,224,8,28,2023-09-25
3984,518,9,50,2023-11-10
3985,634,2,31,2023-04-05
3986,236,17,36,2023-12-23
3987,1451,20,9,2023-12-30
3988,116,13,10,2023-11-11
3989,1187,5,21,2023-04-27
3990,226,10,34,2023-06-13
3991,230,12,31,2023-12-31
3992,182,17,29,2023-10-05
3993,1273,21,43,2023-03-06
3994,1342,6,43,2023-11-02
3995,1989,3,11,2023-09-17
3996,210,28,33,2023-08-16
3997,1680,15,46,2023-07-19
3998,1416,7,1,2023-08-08
3999,1881,30,21,2023-06-29
4000,96,6,23,2023-12-24
4001,894,4,9,2023-08-16
4002,1882,19,1,2023-09-09
4003,756,5,21,2023-10-26
4004,1110,3,22,2023-12-27
4005,415,26,4,2023-01-04
4006,394,25,1,2023-05-21
4007,696,9,10,2023-06-15
4008,1657,6,15,2023-09-11
4009,844,13,36,2023-06-02
4010,1525,27,29,2023-03-08
4011,604,22,46,2023-02-24
4012,582,28,5,2023-04-06
4013,1940,30,29,2023-06-16
4014,133,20,47,2023-11-17
4015,791,4,47,2023-11-27
4016,649,2,27,2023-12-08
4017,1338,26,25,2023-03-03
4018,1723,4,16,2023-06-23
4019,221,8,16,2023-09-10
4020,976,13,36,2023-04-22
4021,1462,10,25,2023-08-03
4022,1070,18,41,2023-08-27
4023,1814,9,1,2023-08-15
4024,1216,30,5,2023-08-18
4025,1544,1,41,2023-08-21
4026,1403,13,20,2023-06-12
4027,788,18,5,2023-05-06
4028,691,15,36,2023-09-10
4029,1358,2,29,2023-11-29
4030,39,11,48,2023-07-18
4031,1317,29,34,2023-07-16
4032,690,14,48,2023-05-02
4033,162,22,18,2023-09-21
4034,1355,15,2,2023-02-23
4035,1910,14,16,2023-05-15
4036,1128,16,29,2023-12-05
4037,161,23,33,2023-12-25
4038,1823,29,16,2023-05-31
4039,1659,15,35,2023-04-10
4040,1078,19,47,2023-08-22
4041,1964,27,43,2023-02-01
4042,1058,9,42,2023-03-03
4043,242,5,17,2023-07-15
4044,967,5,4,2023-01-30
4045,890,11,49,2023-08-31
4046,113,28,4,2023-04-16
4047,1014,20,25,2023-10-22
4048,318,25,33,2023-05-13
4049,23,24,14,2023-01-22
4050,1582,28,24,2023-06-05
4051,824,4,11,2023-08-02
4052,1671,20,25,2023-08-14
4053,1142,18,28,2023-10-12
4054,701,25,7,2023-06-20
4055,1667,3,49,2023-02-11
4056,1019,4,36,2023-03-01
4057,1958,14,10,2023-03-18
4058,1236,7,49,2023-07-21
4059,1442,26,36,2023-08-08
4060,1137,8,31,2023-07-06
4061,1068,24,19,2023-04-06
4062,128,16,18,2023-12-08
4063,876,20,49,2023-07-31
4064,158,15,6,2023-12-06
4065,1809,7,28,2023-09-19
4066,827,26,7,2023-11-25
4067,1418,17,38,2023-03-18
4068,1891,22,12,2023-01-31
4069,852,22,41,2023-02-08
4070,512,22,50,2023-11-02
4071,1938,12,34,2023-11-30
4072,45,18,25,2023-08-02
4073,1132,24,17,2023-05-06
4074,219,14,33,2023-06-14
4075,443,15,23,2023-09-03
4076,1854,15,9,2023-04-19
4077,315,5,6,2023-03-29
4078,177,16,2,2023-07-19
4079,228,5,38,2023-09-28
4080,1727,2,9,2023-02-20
4081,1696,20,3,2023-07-17
4082,1930,28,16,2023-01-23
4083,267,25,25,2023-06-02
4084,870,9,24,2023-08-11
4085,838,22,47,2023-08-09
4086,1403,27,29,2023-05-31
4087,489,9,44,2023-09-23
4088,702,4,40,2023-03-14
4089,687,15,26,2023-03-18
4090,1314,11,38,2023-02-01
4091,996,1,35,2023-03-06
4092,357,18,23,2023-12-23
4093,1681,29,4,2023-01-18
4094,1768,1,42,2023-06-13
4095,872,8,14,2023-10-14
4096,1974,25,47,2023-02-23
4097,204,16,39,2023-03-04
4098,1237,26,7,2023-09-14
4099,552,28,8,2023-08-27
4100,1811,22,42,2023-01-09
4101,323,18,19,2023-04-30
4102,594,22,2,2023-12-14
4103,181,9,47,2023-03-31
4104,499,12,1,2023-11-08
4105,1344,19,42,2023-06-24
4106,83,25,38,2023-01-03
4107,303,18,13,2023-05-10
4108,262,27,42,2023-02-23
4109,784,5,44,2023-10-20
4110,1224,27,24,2023-07-03
4111,1264,2,32,2023-12-19
4112,914,7,30,2023-08-12
4113,692,27,6,2023-01-12
4114,944,10,38,2023-07-14
4115,683,15,33,2023-09-04
4116,1319,25,44,2023-06-03
4117,1536,7,23,2023-03-19
4118,689,28,10,2023-05-20
4119,1905,5,46,2023-03-31
4120,396,15,15,2023-05-24
4121,1773,20,23,2023-03-13
4122,1162,28,36,2023-06-26
4123,839,20,1,2023-12-14
4124,878,15,8,2023-09-20
4125,823,10,3,2023-09-28
4126,1153,24,14,2023-04-15
4127,49,26,17,2023-03-13
4128,1700,29,34,2023-03-15
4129,789,26,47,2023-05-23
4130,293,14,6,2023-03-03
4131,1652,26,5,2023-05-26
4132,536,26,46,2023-02-15
4133,311,10,41,2023-08-17
4134,537,17,40,2023-04-15
4135,1927,21,29,2023-04-19
4136,639,14,35,2023-11-13
4137,234,2,18,2023-05-01
4138,1233,16,40,2023-02-12
4139,605,13,48,2023-04-09
4140,94,27,30,2023-07-13
4141,327,9,15,2023-11-07
4142,225,7,15,2023-08-02
4143,967,16,16,2023-08-17
4144,890,10,33,2023-07-04
4145,1816,24,10,2023-04-22
4146,11,22,19,2023-12-13
4147,1353,9,37,2023-09-29
4148,1036,22,50,2023-11-09
4149,35,23,3,2023-04-12
4150,447,7,36,2023-07-29
4151,1476,16,4,2023-08-15
4152,1764,9,11,2023-10-08
4153,1244,27,41,2023-01-22
4154,441,24,33,2023-09-05
4155,653,29,28,2023-06-08
4156,1559,17,32,2023-08-17
4157,595,20,16,2023-12-09
4158,229,7,9,2023-07-06
4159,1959,11,11,2023-05-23
4160,344,8,6,2023-12-04
4161,1104,7,49,2023-12-24
4162,1377,28,27,2023-01-24
4163,1420,19,12,2023-05-21
4164,1314,20,22,2023-08-28
4165,1479,12,40,2023-10-19
4166,1867,7,48,2023-11-01
4167,1695,8,37,2023-03-23
4168,989,7,21,2023-02-17
4169,1152,6,33,2023-12-19
4170,1726,25,17,2023-12-24
4171,909,9,29,2023-06-20
4172,1567,27,40,2023-09-19
4173,1922,13,10,2023-03-09
4174,1383,7,18,2023-01-14
4175,527,8,47,2023-01-30
4176,1337,22,13,2023-04-20
4177,75,17,27,2023-07-31
4178,1570,17,10,2023-09-21
4179,1895,16,32,2023-11-18
4180,196,22,41,2023-07-21
4181,1867,2,45,2023-03-25
4182,29,30,3,2023-02-22
4183,706,8,22,2023-12-21
4184,1021,17,27,2023-09-13
4185,16,13,3,2023-03-15
4186,1447,18,33,2023-08-08
4187,1613,24,2,2023-05-23
4188,805,28,11,2023-04-10
4189,1617,22,46,2023-05-09
4190,1429,28,10,2023-08-07
4191,940,10,39,2023-09-28
4192,1660,2,33,2023-01-22
4193,1555,2,7,2023-06-27
4194,967,27,15,2023-02-17
4195,1638,14,26,2023-04-27
4196,1928,16,11,2023-11-25
4197,1101,7,38,2023-06-28
4198,229,21,27,2023-09-30
4199,962,21,39,2023-12-28
4200,1321,24,7,2023-12-05
4201,1534,12,1,2023-12-26
4202,715,28,10,2023-12-13
4203,984,23,21,2023-06-28
4204,1990,28,15,2023-02-18
4205,573,14,30,2023-11-11
4206,1562,25,30,2023-09-12
4207,1607,4,8,2023-01-30
4208,615,26,24,2023-03-26
4209,326,4,19,2023-10-04
4210,1387,18,3,2023-02-03
4211,1693,3,15,2023-11-25
4212,875,1,36,2023-04-08
4213,359,17,6,2023-03-17
4214,1730,7,42,2023-06-24
4215,1811,30,50,2023-12-07
4216,324,16,48,2023-09-06
4217,1722,30,18,2023-12-06
4218,1350,5,38,2023-05-14
4219,1649,19,19,2023-06-27
4220,1849,7,49,2023-12-31
4221,165,14,50,2023-08-16
4222,1597,2,30,2023-03-04
4223,1628,3,13,2023-09-25
4224,798,17,39,2023-09-15
4225,455,16,12,2023-05-24
4226,1993,8,34,2023-10-30
4227,1177,18,12,2023-02-21
4228,1761,15,44,2023-10-30
4229,1151,7,24,2023-04-09
4230,193,27,4,2023-11-02
4231,627,9,36,2023-02-14
4232,1798,6,50,2023-02-11
4233,530,18,48,2023-11-23
4234,1034,18,14,2023-02-26
4235,92,25,17,2023-02-02
4236,139,26,49,2023-04-24
4237,481,24,3,2023-10-27
4238,449,14,38,2023-04-24
4239,1357,14,23,2023-02-25
4240,869,14,13,2023-02-13
4241,340,25,9,2023-07-31
4242,1985,4,21,2023-12-18
4243,1076,4,41,2023-11-25
4244,1731,15,8,2023-02-03
4245,466,15,17,2023-09-27
4246,718,18,16,2023-07-15
4247,799,14,16,2023-05-05
4248,475,26,28,2023-03-20
4249,401,1,16,2023-09-12
4250,1463,10,46,2023-05-25
4251,1902,29,46,2023-03-24
4252,605,20,14,2023-08-18
4253,932,10,46,2023-05-17
4254,997,10,44,2023-01-27
4255,922,27,38,2023-06-26
4256,821,24,20,2023-07-26
4257,657,2,45,2023-11-02
4258,598,29,48,2023-11-07
4259,1533,28,41,2023-08-01
4260,1177,27,34,2023-12-20
4261,514,8,29,2023-02-06
4262,1527,1,3,2023-10-20
4263,1878,1,10,2023-06-28
4264,1925,4,20,2023-06-09
4265,1796,7,2,2023-01-12
4266,1700,9,27,2023-06-18
4267,1030,16,32,2023-11-08
4268,500,5,10,2023-03-21
4269,1685,2,40,2023-01-14
4270,717,28,17,2023-02-23
4271,1142,23,33,2023-09-11
4272,1509,11,6,2023-03-06
4273,601,18,39,2023-02-27
4274,666,25,47,2023-04-06
4275,1975,25,18,2023-01-21
4276,1703,19,9,2023-09-17
4277,468,13,8,2023-03-14
4278,161,24,25,2023-09-05
4279,270,11,31,2023-05-07
4280,1080,20,42,2023-02-15
4281,228,19,4,2023-09-25
4282,849,17,20,2023-05-08
4283,149,5,28,2023-01-30
4284,1070,13,40,2023-04-04
4285,1168,30,1,2023-08-12
4286,1774,27,40,2023-11-12
4287,1808,20,44,2023-04-10
4288,632,1,23,2023-03-12
4289,1364,10,47,2023-03-22
4290,413,8,13,2023-10-27
4291,1756,24,16,2023-04-18
4292,520,29,26,2023-04-12
4293,1368,8,31,2023-04-01
4294,387,19,50,2023-12-31
4295,1497,6,1,2023-01-16
4296,275,12,17,2023-04-20
4297,353,28,16,2023-09-20
4298,1090,7,37,2023-06-09
4299,1103,16,10,2023-09-10
4300,598,9,38,2023-03-30
4301,1660,21,44,2023-04-05
4302,1226,25,31,2023-09-29
4303,1686,22,10,2023-09-04
4304,558,10,49,2023-12-27
4305,113,10,34,2023-07-25
4306,1115,10,6,2023-12-11
4307,141,20,28,2023-11-14
4308,1313,29,28,2023-10-13
4309,1925,16,13,2023-09-05
4310,730,1,41,2023-03-08
4311,589,17,12,2023-02-15
4312,411,30,50,2023-02-12
4313,377,26,40,2023-08-17
4314,1408,21,50,2023-10-28
4315,1870,29,2,2023-08-22
4316,1176,14,8,2023-07-18
4317,1859,19,42,2023-12-02
4318,751,21,9,2023-02-01
4319,627,21,50,2023-09-21
4320,1343,17,8,2023-04-23
4321,1393,14,3,2023-11-14
4322,1630,8,9,2023-10-03
4323,995,21,13,2023-05-26
4324,1584,21,9,2023-12-23
4325,703,9,31,2023-01-06
4326,462,8,25,2023-12-06
4327,12,13,44,2023-04-18
4328,1180,17,45,2023-09-17
4329,1708,19,8,2023-03-12
4330,477,28,47,2023-12-06
4331,939,7,31,2023-06-11
4332,401,17,45,2023-04-10
4333,808,1,45,2023-11-23
4334,177,5,31,2023-02-02
4335,1365,25,17,2023-05-23
4336,57,6,47,2023-09-01
4337,1879,26,19,2023-08-12
4338,1876,2,3,2023-08-02
4339,448,27,46,2023-04-30
4340,203,25,30,2023-06-17
4341,1721,16,10,2023-12-15
4342,1657,22,49,2023-08-05
4343,738,5,29,2023-12-21
4344,202,5,40,2023-11-18
4345,1354,12,18,2023-08-05
4346,363,3,12,2023-02-23
4347,892,30,49,2023-07-27
4348,454,16,23,2023-03-21
4349,356,6,11,2023-05-31
4350,216,15,9,2023-02-24
4351,972,15,24,2023-01-05
4352,555,29,25,2023-02-04
4353,887,16,25,2023-12-15
4354,23,20,47,2023-04-29
4355,155,13,9,2023-07-16
4356,1210,12,12,2023-02-23
4357,249,10,11,2023-09-16
4358,749,14,49,2023-09-19
4359,805,2,38,2023-12-09
4360,134,29,28,2023-11-08
4361,321,3,8,2023-01-02
4362,390,9,10,2023-03-23
4363,434,11,25,2023-12-16
4364,1046,11,47,2023-01-05
4365,873,25,36,2023-06-23
4366,1624,22,50,2023-05-19
4367,1689,10,43,2023-07-12
4368,1149,26,9,2023-05-18
4369,1103,14,41,2023-10-24
4370,858,9,8,2023-04-26
4371,1992,20,3,2023-02-13
4372,51,27,18,2023-12-12
4373,1752,21,46,2023-10-16
4374,176,10,35,2023-08-07
4375,870,22,17,2023-02-25
4376,253,29,36,2023-08-30
4377,966,9,28,2023-09-15
4378,1270,29,50,2023-01-01
4379,739,5,15,2023-10-16
4380,1130,8,19,2023-04-13
4381,1217,11,22,2023-10-19
4382,1340,1,6,2023-05-29
4383,302,21,47,2023-03-25
4384,548,10,7,2023-01-26
4385,1978,1,44,2023-06-24
4386,716,26,48,2023-08-11
4387,1958,30,9,2023-05-09
4388,779,22,20,2023-05-22
4389,268,7,37,2023-12-12
4390,1194,28,11,2023-10-29
4391,1010,14,2,2023-10-25
4392,551,5,22,2023-05-15
4393,1479,17,48,2023-02-24
4394,1675,22,36,2023-02-25
4395,1316,26,5,2023-03-17
4396,1588,21,7,2023-11-15
4397,1823,6,6,2023-12-05
4398,1825,16,22,2023-12-21
4399,1165,11,10,2023-05-12
4400,1170,10,46,2023-02-11
4401,1449,15,40,2023-12-18
4402,314,7,46,2023-04-20
4403,184,23,46,2023-03-11
4404,1688,2,20,2023-10-11
4405,713,12,28,2023-05-06
4406,128,19,23,2023-12-14
4407,1311,12,35,2023-10-23
4408,1847,16,1,2023-06-28
4409,1277,6,29,2023-10-25
4410,1802,3,9,2023-07-16
4411,700,2,9,2023-09-18
4412,386,20,22,2023-04-11
4413,1254,5,2,2023-03-02
4414,271,11,16,2023-07-02
4415,1795,26,40,2023-10-24
4416,811,25,6,2023-01-09
4417,415,3,13,2023-07-25
4418,198,3,33,2023-11-14
4419,1347,22,19,2023-02-23
4420,1080,5,15,2023-06-29
4421,831,22,33,2023-04-14
4422,1227,23,10,2023-05-06
4423,1807,11,1,2023-02-03
4424,1645,3,12,2023-06-14
4425,628,13,43,2023-10-25
4426,604,21,29,2023-09-27
4427,1162,8,17,2023-10-16
4428,1446,20,4,2023-04-28
4429,1839,10,29,2023-12-20
4430,1081,2,7,2023-04-02
4431,1586,4,44,2023-04-10
4432,1010,18,13,2023-03-28
4433,71,19,5,2023-08-22
4434,911,4,6,2023-05-04
4435,1938,20,34,2023-07-22
4436,594,26,7,2023-02-01
4437,1396,9,46,2023-12-23
4438,1641,16,28,2023-02-08
4439,600,26,46,2023-04-04
4440,514,6,10,2023-01-10
4441,1896,25,4,2023-08-03
4442,84,4,3,2023-04-10
4443,994,9,25,2023-09-01
4444,1067,27,23,2023-02-27
4445,1690,13,27,2023-12-23
4446,839,9,14,2023-11-16
4447,1958,6,38,2023-01-19
4448,606,21,32,2023-12-23
4449,810,19,23,2023-04-27
4450,133,14,47,2023-05-16
4451,1419,21,40,2023-11-23
4452,1089,15,37,2023-10-23
4453,290,3,3,2023-01-13
4454,376,5,35,2023-04-11
4455,769,21,13,2023-06-04
4456,467,18,34,2023-03-23
4457,1922,14,24,2023-03-29
4458,1237,16,1,2023-04-15
4459,1172,14,12,2023-05-10
4460,1597,9,8,2023-09-29
4461,471,15,19,2023-01-14
4462,149,7,9,2023-05-08
4463,88,14,28,2023-03-01
4464,1348,6,14,2023-08-15
4465,1919,21,27,2023-01-17
4466,396,15,18,2023-02-14
4467,790,20,42,2023-02-07
4468,1428,8,41,2023-05-04
4469,1106,2,6,2023-12-26
4470,1665,8,33,2023-03-05
4471,1310,1,37,2023-09-10
4472,1406,26,42,2023-09-19
4473,865,17,25,2023-04-22
4474,1816,19,13,2023-04-12
4475,1294,5,23,2023-02-18
4476,1316,30,36,2023-10-04
4477,1477,22,33,2023-08-15
4478,1739,20,21,2023-01-23
4479,24,16,34,2023-11-28
4480,956,7,36,2023-07-04
4481,1887,7,17,2023-03-05
4482,311,18,10,2023-06-06
4483,1485,18,23,2023-10-10
4484,1232,2,44,2023-05-29
4485,1816,15,2,2023-11-23
4486,1741,14,35,2023-12-29
4487,664,18,14,2023-06-18
4488,438,29,47,2023-05-13
4489,1562,9,45,2023-11-10
4490,706,14,41,2023-05-12
4491,1360,5,2,2023-07-16
4492,422,11,19,2023-05-15
4493,1774,8,16,2023-02-04
4494,321,5,43,2023-08-08
4495,1521,29,44,2023-07-04
4496,587,11,25,2023-01-05
4497,947,5,1,2023-03-12
4498,1187,17,2,2023-12-08
4499,1835,22,48,2023-08-29
4500,1565,4,27,2023-12-17
4501,1189,15,2,2023-10-24
4502,849,19,30,2023-11-27
4503,1722,22,10,2023-07-12
4504,1590,2,19,2023-06-17
4505,1319,24,42,2023-12-05
4506,42,17,16,2023-08-24
4507,1948,12,13,2023-10-21
4508,1309,25,48,2023-10-25
4509,939,24,50,2023-09-05
4510,387,17,8,2023-06-14
4511,1162,10,50,2023-11-08
4512,1211,28,31,2023-03-12
4513,910,25,45,2023-08-19
4514,716,18,25,2023-02-24
4515,431,19,39,2023-07-01
4516,554,18,21,2023-01-22
4517,1886,13,50,2023-10-10
4518,1440,14,38,2023-04-15
4519,800,24,41,2023-06-24
4520,426,16,29,2023-10-21
4521,1440,18,6,2023-02-08
4522,26,26,18,2023-03-01
4523,1395,18,49,2023-10-27
4524,385,16,44,2023-10-26
4525,56,17,35,2023-07-31
4526,1277,7,27,2023-06-04
4527,634,12,5,2023-06-22
4528,106,2,7,2023-01-23
4529,1154,10,10,2023-08-28
4530,849,5,10,2023-07-28
4531,670,21,28,2023-05-02
4532,376,3,36,2023-09-10
4533,743,19,10,2023-05-21
4534,967,13,50,2023-12-06
4535,308,12,35,2023-12-28
4536,91,3,35,2023-11-16
4537,1417,6,37,2023-06-02
4538,1558,14,48,2023-08-02
4539,802,4,20,2023-11-04
4540,110,13,13,2023-02-17
4541,1585,19,11,2023-11-13
4542,1665,18,45,2023-01-17
4543,585,29,19,2023-10-23
4544,340,3,28,2023-11-27
4545,1589,20,38,2023-12-11
4546,979,6,45,2023-03-10
4547,356,16,4,2023-03-26
4548,1916,20,37,2023-10-09
4549,168,24,19,2023-07-27
4550,557,3,37,2023-02-09
4551,1476,12,14,2023-04-06
4552,905,19,31,2023-09-07
4553,105,19,28,2023-05-16
4554,150,24,36,2023-03-14
4555,146,4,44,2023-10-28
4556,716,1,38,2023-09-30
4557,874,2,19,2023-06-18
4558,299,13,42,2023-11-29
4559,1191,30,1,2023-07-17
4560,1737,26,23,2023-12-13
4561,646,29,28,2023-04-16
4562,723,13,48,2023-04-11
4563,1072,30,4,2023-12-25
4564,638,2,41,2023-08-23
4565,239,30,18,2023-10-07
4566,1031,19,49,2023-11-25
4567,464,22,47,2023-04-16
4568,453,24,39,2023-02-04
4569,784,16,25,2023-06-06
4570,897,12,18,2023-09-30
4571,371,1,6,2023-08-28
4572,1573,9,19,2023-07-26
4573,487,17,12,2023-09-02
4574,1235,10,25,2023-04-03
4575,165,18,35,2023-04-19
4576,1149,19,1,2023-11-02
4577,1361,7,5,2023-04-24
4578,192,25,1,2023-01-24
4579,730,19,8,2023-10-20
4580,214,24,39,2023-09-09
4581,574,15,47,2023-09-24
4582,1352,9,43,2023-12-21
4583,957,10,18,2023-07-28
4584,381,23,46,2023-02-24
4585,673,20,9,2023-01-27
4586,1602,20,5,2023-11-19
4587,798,4,4,2023-01-02
4588,239,6,44,2023-03-09
4589,1556,4,29,2023-05-28
4590,700,5,1,2023-11-15
4591,1106,9,30,2023-11-24
4592,1387,12,45,2023-05-10
4593,505,23,1,2023-03-24
4594,202,8,3,2023-02-11
4595,920,21,22,2023-06-05
4596,1528,5,8,2023-06-06
4597,1668,29,18,2023-04-17
4598,37,11,25,2023-10-11
4599,644,23,48,2023-07-07
4600,1613,11,20,2023-04-15
4601,1625,13,31,2023-04-22
4602,1997,14,30,2023-05-13
4603,1426,28,16,2023-09-28
4604,765,8,2,2023-04-20
4605,1880,25,17,2023-03-14
4606,706,30,10,2023-12-12
4607,1200,18,7,2023-10-20
4608,545,19,42,2023-05-23
4609,1594,12,9,2023-09-17
4610,1491,12,17,2023-09-02
4611,1225,18,9,2023-12-06
4612,540,10,9,2023-06-04
4613,1571,7,37,2023-05-29
4614,1017,28,24,2023-03-01
4615,1661,18,39,2023-03-27
4616,394,12,11,2023-07-11
4617,833,14,8,2023-11-23
4618,1066,15,25,2023-07-01
4619,597,16,46,2023-10-14
4620,393,2,2,2023-09-30
4621,700,30,10,2023-09-12
4622,1647,30,24,2023-01-07
4623,1807,18,48,2023-05-06
4624,441,12,16,2023-03-24
4625,1861,16,19,2023-01-28
4626,1641,13,31,2023-09-23
4627,1530,20,11,2023-10-10
4628,918,17,6,2023-09-08
4629,320,18,6,2023-07-07
4630,553,3,32,2023-10-26
4631,1239,23,39,2023-03-10
4632,1095,10,48,2023-11-15
4633,568,1,13,2023-11-22
4634,919,6,3,2023-04-09
4635,236,3,41,2023-07-12
4636,1305,19,35,2023-08-15
4637,987,4,38,2023-07-01
4638,1641,29,17,2023-11-23
4639,1926,20,3,2023-04-03
4640,1911,23,34,2023-05-23
4641,1186,3,12,2023-07-22
4642,1215,8,24,2023-05-12
4643,1033,8,6,2023-09-24
4644,60,27,42,2023-05-14
4645,893,29,11,2023-06-28
4646,1841,7,48,2023-07-05
4647,225,2,27,2023-01-18
4648,1843,21,48,2023-11-19
4649,700,6,24,2023-04-07
4650,582,28,18,2023-02-03
4651,1829,16,27,2023-10-27
4652,1311,10,41,2023-12-17
4653,994,4,21,2023-07-06
4654,169,13,34,2023-12-13
4655,1086,10,33,2023-04-21
4656,1373,21,48,2023-09-04
4657,1466,14,18,2023-03-12
4658,14,9,3,2023-11-05
4659,164,11,24,2023-11-23
4660,1444,23,1,2023-07-31
4661,757,18,6,2023-11-05
4662,1871,11,19,2023-04-18
4663,1544,17,22,2023-06-26
4664,1690,2,43,2023-08-16
4665,1572,3,8,2023-01-19
4666,1584,11,5,2023-11-18
4667,1621,18,9,2023-09-05
4668,1052,27,47,2023-07-28
4669,1732,3,21,2023-08-04
4670,446,26,28,2023-07-20
4671,1232,15,46,2023-09-14
4672,1494,11,4,2023-04-16
4673,716,11,24,2023-11-07
4674,976,28,8,2023-09-28
4675,819,30,17,2023-09-28
4676,104,28,34,2023-05-01
4677,742,25,20,2023-09-02
4678,426,20,16,2023-03-07
4679,1125,28,10,2023-08-16
4680,1565,25,34,2023-05-17
4681,639,11,43,2023-07-13
4682,850,19,10,2023-07-13
4683,1546,28,30,2023-05-26
4684,1130,1,30,2023-05-25
4685,1703,27,25,2023-03-13
4686,769,5,46,2023-12-20
4687,1831,10,43,2023-07-11
4688,277,10,41,2023-02-13
4689,1089,14,7,2023-06-06
4690,1807,2,47,2023-01-16
4691,900,4,20,2023-03-19
4692,188,2,17,2023-02-21
4693,1341,18,3,2023-01-02
4694,1940,13,47,2023-08-20
4695,1162,19,46,2023-03-02
4696,1367,5,40,2023-05-12
4697,105,20,36,2023-02-21
4698,546,2,26,2023-10-24
4699,380,11,10,2023-06-29
4700,110,30,34,2023-01-31
4701,1968,30,14,2023-06-04
4702,545,26,8,2023-05-01
4703,354,18,27,2023-02-20
4704,743,30,10,2023-04-05
4705,317,6,50,2023-06-25
4706,1290,23,15,2023-01-11
4707,1718,28,37,2023-01-12
4708,1876,10,22,2023-12-21
4709,1089,22,45,2023-02-14
4710,333,23,50,2023-10-17
4711,1537,17,31,2023-07-24
4712,1157,22,2,2023-08-07
4713,592,11,45,2023-11-24
4714,783,19,31,2023-09-13
4715,1777,17,14,2023-09-05
4716,540,24,10,2023-01-21
4717,735,4,30,2023-02-10
4718,1559,26,36,2023-10-05
4719,1520,24,47,2023-10-04
4720,621,26,40,2023-07-14
4721,619,14,15,2023-03-12
4722,1681,27,14,2023-09-27
4723,1393,20,31,2023-12-01
4724,1890,4,29,2023-03-14
4725,909,28,27,2023-11-04
4726,1934,14,21,2023-07-18
4727,1675,26,9,2023-03-17
4728,1820,4,20,2023-10-02
4729,1834,6,35,2023-10-10
4730,992,30,15,2023-05-26
4731,99,9,24,2023-01-13
4732,317,21,49,2023-12-29
4733,123,12,16,2023-05-09
4734,1344,29,36,2023-08-18
4735,799,26,11,2023-03-26
4736,1617,30,8,2023-06-11
4737,1519,8,3,2023-12-31
4738,457,24,19,2023-02-20
4739,522,4,46,2023-08-03
4740,520,27,41,2023-01-01
4741,917,26,3,2023-05-03
4742,717,25,36,2023-10-15
4743,315,25,25,2023-07-19
4744,1970,5,36,2023-07-02
4745,709,6,11,2023-08-04
4746,710,5,16,2023-08-28
4747,1566,19,17,2023-12-15
4748,1503,27,42,2023-03-09
4749,1937,8,24,2023-11-15
4750,1995,9,17,2023-03-23
4751,1044,15,48,2023-05-22
4752,560,4,20,2023-02-10
4753,969,25,22,2023-08-27
4754,1154,9,6,2023-01-03
4755,1317,7,7,2023-04-04
4756,1921,8,14,2023-02-28
4757,1156,15,11,2023-08-16
4758,356,19,12,2023-01-18
4759,1078,15,46,2023-08-27
4760,890,5,5,2023-12-26
4761,793,19,5,2023-03-15
4762,1411,7,20,2023-11-28
4763,265,6,15,2023-06-18
4764,982,27,26,2023-09-21
4765,1239,19,33,2023-06-09
4766,1484,25,30,2023-12-03
4767,1482,28,24,2023-06-18
4768,802,17,23,2023-07-25
4769,43,10,9,2023-12-23
4770,1610,19,3,2023-01-09
4771,862,11,36,2023-12-12
4772,1302,15,48,2023-10-31
4773,1862,10,7,2023-04-25
4774,1778,11,22,2023-06-01
4775,1154,23,14,2023-03-28
4776,350,3,48,2023-04-05
4777,1730,30,29,2023-08-19
4778,1568,3,50,2023-07-05
4779,1130,18,16,2023-04-24
4780,912,25,48,2023-10-01
4781,1740,11,34,2023-01-29
4782,1,20,10,2023-07-22
4783,1781,26,7,2023-01-02
4784,584,29,25,2023-03-19
4785,432,22,27,2023-11-20
4786,1330,18,15,2023-08-19
4787,1933,25,32,2023-04-08
4788,1551,15,28,2023-04-27
4789,53,7,9,2023-04-20
4790,940,10,7,2023-06-16
4791,520,21,16,2023-10-24
4792,1354,23,26,2023-12-03
4793,1582,30,35,2023-03-28
4794,1349,20,17,2023-01-22
4795,1138,29,23,2023-07-29
4796,147,10,8,2023-11-01
4797,1190,13,2,2023-09-29
4798,1403,15,31,2023-11-20
4799,1163,23,32,2023-10-05
4800,629,18,29,2023-05-19
4801,299,23,3,2023-12-07
4802,1300,4,8,2023-08-20
4803,1940,20,2,2023-08-21
4804,789,17,31,2023-03-21
4805,850,28,49,2023-02-24
4806,1849,3,37,2023-10-18
4807,178,21,20,2023-02-03
4808,842,21,29,2023-11-25
4809,1378,2,17,2023-11-29
4810,1178,4,10,2023-09-09
4811,1950,1,41,2023-05-05
4812,1225,15,22,2023-01-11
4813,878,25,6,2023-11-13
4814,1139,1,43,2023-05-02
4815,1695,6,34,2023-02-04
4816,1578,7,31,2023-03-10
4817,759,19,12,2023-11-09
4818,1092,12,12,2023-05-19
4819,1469,1,16,2023-01-12
4820,445,7,25,2023-05-05
